id,picture_id,name,now_cost,position,team,expected_goals_conceded,corners_and_indirect_freekicks_order,selected_rank_type,points_per_game_rank_type,minutes,points_per_game,expected_goals_conceded_per_90,value_season,ep_next,starts,chance_of_playing_this_round,form_rank,form,expected_goal_involvements,own_goals,saves_per_90,assists,expected_assists_per_90,goals_conceded,bonus,yellow_cards,influence_rank,creativity_rank,expected_goals,chance_of_playing_next_round,penalties_missed,event_points,web_name,penalties_order,value_form,transfers_in,in_dreamteam,now_cost_rank,ep_this,selected_rank,goals_scored,ict_index_rank,transfers_in_event,ict_index,transfers_out_event,cost_change_start_fall,transfers_out,expected_goals_per_90,creativity_rank_type,influence,now_cost_rank_type,threat,news,penalties_saved,threat_rank,clean_sheets_per_90,dreamteam_count,clean_sheets,starts_per_90,cost_change_event_fall,status,selected_by_percent,total_points,form_rank_type,saves,bps,cost_change_event,expected_goal_involvements_per_90,goals_conceded_per_90,expected_assists,ict_index_rank_type,points_per_game_rank,direct_freekicks_order,news_added,cost_change_start,red_cards,creativity,threat_rank_type,influence_rank_type
431,p232977,Kell Watts,40,DEF,Newcastle,0.00,,186,183,0,0.0,0.0,0.0,0.0,0,0.0,428,0.0,0.00,0,0.0,0,0.0,0,0,0,513,498,0.00,0.0,0,0,Watts,,0.0,0,FALSE,654,0.0,479,0,520,0,0.0,87,0,7369,0.0,185,0.0,186,0.0,Season long loan to Wigan Athletic,0,474,0.0,0,0,0.0,0,u,0.1,0,149,0,0,0,0.0,0.0,0.00,187,524,,2023-07-28T08:27:42.691706Z,0,0,0.0,176,187
432,p200089,Joe Willock,53,MID,Newcastle,2.42,,123,158,136,1.3,1.6,0.8,1.8,1,100.0,233,1.3,0.62,0,0.0,0,0.31,2,0,0,368,297,0.15,100.0,0,2,Willock,,0.2,5655,FALSE,138,1.8,380,0,327,724,9.8,376,2,18351,0.1,158,23.4,87,47.0,,0,205,0.0,0,0,0.66,0,a,0.1,4,108,0,23,0,0.41,1.32,0.47,147,337,,2023-08-06T23:30:05.992699Z,-2,0,27.7,113,163
433,p75115,Callum Wilson,79,FWD,Newcastle,4.67,,13,8,479,4.6,0.88,5.8,2.8,5,75.0,37,5.0,6.17,0,0.0,0,0.02,7,4,1,46,298,6.06,50.0,0,0,Wilson,1.0,0.6,553461,FALSE,11,4.1,79,7,47,2735,59.5,65618,1,907719,1.14,42,253.0,4,319.0,Hamstring injury - 50% chance of playing,0,18,0.75,1,4,0.94,0,d,5.3,46,6,0,173,0,1.16,1.32,0.11,10,39,,2023-11-08T09:00:09.865203Z,-1,0,27.6,8,6
580,p104542,Loris Karius,39,GKP,Newcastle,0.00,,41,34,0,0.0,0.0,0.0,0.5,0,,368,0.0,0.00,0,0.0,0,0.0,0,0,0,461,443,0.00,,0,0,Karius,,0.0,7535,FALSE,718,0.5,291,0,467,584,0.0,294,1,10120,0.0,16,0.0,74,0.0,,0,418,0.0,0,0,0.0,0,a,0.3,0,32,0,0,0,0.0,0.0,0.00,34,472,,,-1,0,0.0,9,34
581,p106618,Paul Dummett,39,DEF,Newcastle,0.00,,101,158,0,0.0,0.0,0.0,0.5,0,,369,0.0,0.00,0,0.0,0,0.0,0,0,0,462,444,0.00,,0,0,Dummett,,0.0,36122,FALSE,719,0.5,261,0,468,1433,0.0,1076,1,21538,0.0,159,0.0,228,0.0,,0,419,0.0,0,0,0.0,0,a,0.4,0,117,0,0,0,0.0,0.0,0.00,161,473,,,-1,0,0.0,149,162
603,p201666,Harvey Barnes,62,MID,Newcastle,2.03,,58,72,183,2.8,1.0,2.7,0.0,2,0.0,728,0.0,1.41,0,0.0,1,0.29,2,2,1,292,287,0.83,0.0,0,0,Barnes,,0.0,197140,FALSE,58,0.0,172,1,296,26,14.0,1948,3,439831,0.41,152,57.6,36,53.0,Toe Injury - Expected back 30 Dec,0,191,0.49,1,1,0.98,0,i,1.1,17,317,0,48,0,0.7,0.98,0.58,135,161,,2023-09-24T22:30:08.362792Z,-3,0,29.9,109,123
633,p441191,Tino Livramento,43,DEF,Newcastle,3.58,,85,150,136,0.7,2.37,0.9,0.5,0,,503,0.0,0.03,0,0.0,0,0.02,2,0,1,333,352,0.00,,0,0,Livramento,,0.0,49517,FALSE,598,0.5,225,0,371,2081,5.6,1761,2,20948,0.0,124,36.8,154,4.0,,0,384,0.0,0,0,0.0,0,a,0.5,4,202,0,16,0,0.02,1.32,0.03,133,453,,,-2,0,13.9,138,126
634,,Alex Murphy,39,DEF,Newcastle,0.00,,110,165,0,0.0,0.0,0.0,0.5,0,25.0,388,0.0,0.00,0,0.0,0,0.0,0,0,0,479,462,0.00,100.0,0,0,A.Murphy,,0.0,22999,FALSE,742,0.1,277,0,485,2943,0.0,578,1,29951,0.0,166,0.0,240,0.0,,0,438,0.0,0,0,0.0,0,a,0.3,0,126,0,0,0,0.0,0.0,0.00,168,490,,2023-09-06T20:00:07.244866Z,-1,0,0.0,157,169
635,p547719,Lewis Miley,45,MID,Newcastle,0.73,,216,104,65,2.0,1.01,0.4,1.2,1,100.0,286,0.7,0.01,0,0.0,0,0.01,1,0,0,408,400,0.00,100.0,0,2,Miley,,0.2,1725,FALSE,458,1.2,578,0,433,180,1.1,58,0,2486,0.0,200,9.4,267,0.0,,0,663,0.0,0,0,1.38,0,a,0.0,2,134,0,16,0,0.01,1.38,0.01,201,241,,2023-10-20T11:00:09.986299Z,0,0,1.8,273,185
738,,Amadou Diallo,45,MID,Newcastle,0.00,,311,258,0,0.0,0.0,0.0,1.7,0,,581,0.0,0.00,0,0.0,0,0.0,0,0,0,633,629,0.00,,0,0,Diallo,,0.0,129,FALSE,400,1.7,731,0,639,129,0.0,17,0,17,0.0,251,0.0,232,0.0,,0,618,0.0,0,0,0.0,0,a,0.0,0,217,0,0,0,0.0,0.0,0.00,254,645,,,0,0,0.0,246,250
739,,Ben Parkinson,45,FWD,Newcastle,1.76,,92,49,24,1.0,6.6,0.2,1.7,0,,250,1.0,0.00,0,0.0,0,0.0,1,0,0,440,671,0.00,,0,1,Parkinson,,0.2,771,FALSE,457,1.7,673,0,452,771,0.2,86,0,86,0.0,80,2.0,86,0.0,,0,662,0.0,0,0,0.0,0,a,0.0,1,28,0,2,0,0.0,3.75,0.00,55,397,,,0,0,0.0,80,51
23,p437626,Nuno Varela Tavares,40,DEF,Nott'm Forest,1.68,,113,187,93,0.0,1.63,0.0,0.0,1,100.0,436,0.0,0.03,0,0.0,0,0.03,2,0,2,409,372,0.00,100.0,0,0,Tavares,,0.0,21599,FALSE,664,0.0,286,0,425,472,1.8,375,0,26525,0.0,134,9.2,193,2.0,,0,390,0.0,0,0,0.97,0,a,0.3,0,154,0,8,0,0.03,1.94,0.03,152,531,,2023-09-23T22:00:06.903992Z,0,0,7.2,140,150
28,p224068,Matt Turner,41,GKP,Nott'm Forest,15.44,,3,16,900,2.7,1.54,6.6,0.7,10,,268,0.7,0.00,0,3.2,0,0.0,15,0,1,95,543,0.00,,0,0,Turner,,0.2,902113,FALSE,612,0.7,19,0,242,9123,20.2,17264,-1,561451,0.0,60,202.4,34,0.0,,0,521,0.2,0,2,1.0,0,a,16.4,27,22,32,176,0,0.0,1.5,0.00,17,164,,,1,0,0.0,53,17
186,p532605,Andrey Nascimento dos Santos,44,MID,Nott'm Forest,0.02,,135,180,7,1.0,0.26,0.2,0.3,0,100.0,330,0.3,0.06,0,0.0,0,0.0,0,0,0,612,418,0.06,100.0,0,0,Andrey,,0.1,6207,FALSE,561,0.3,421,0,450,149,0.2,202,1,12755,0.77,209,0.0,315,3.0,,0,388,0.0,0,0,0.0,0,a,0.1,1,157,0,1,0,0.77,0.0,0.00,211,386,,2023-08-26T14:30:06.122359Z,-1,0,0.5,195,241
205,p209046,Callum Hudson-Odoi,48,MID,Nott'm Forest,2.14,3.0,132,37,228,3.8,0.84,3.1,0.0,3,0.0,657,0.0,0.51,0,0.0,0,0.15,2,3,0,297,206,0.13,0.0,0,0,Hudson-Odoi,,0.0,38683,FALSE,300,0.0,410,1,287,11,15.1,654,2,36196,0.05,120,53.8,197,37.0,Hamstring injury - Expected back 02 Dec,0,236,0.39,1,1,1.18,1,i,0.1,15,268,0,42,-1,0.2,0.79,0.38,130,75,,2023-10-21T19:00:07.635339Z,-2,0,59.2,124,126
378,p449434,Anthony Elanga,50,MID,Nott'm Forest,11.15,,65,50,650,3.2,1.54,7.8,2.8,6,100.0,68,3.7,2.49,0,0.0,3,0.19,9,2,1,112,104,1.09,75.0,0,6,Elanga,,0.7,121725,FALSE,209,3.7,194,2,65,7720,51.7,2829,0,109693,0.15,76,187.2,131,207.0,Knock - 75% chance of playing,0,40,0.14,0,1,0.83,0,d,0.8,39,36,0,130,0,0.34,1.25,1.40,42,116,,2023-11-16T15:00:09.725767Z,0,0,121.7,24,42
434,,Brandon Aguilera Zamora,45,MID,Nott'm Forest,0.00,,293,265,0,0.0,0.0,0.0,0.0,0,0.0,596,0.0,0.00,0,0.0,0,0.0,0,0,0,647,643,0.00,0.0,0,0,B.Aguilera,,0.0,0,FALSE,420,0.0,707,0,653,0,0.0,9,0,1071,0.0,259,0.0,242,0.0,Season long loan to Estoril,0,633,0.0,0,0,0.0,0,u,0.0,0,226,0,0,0,0.0,0.0,0.00,262,657,,2023-08-10T13:50:23.263385Z,0,0,0.0,254,258
435,p48615,Harry Arter,44,MID,Nott'm Forest,0.00,,159,225,0,0.0,0.0,0.0,0.0,0,,509,0.0,0.00,0,0.0,0,0.0,0,0,0,573,562,0.00,,0,0,Arter,,0.0,3742,FALSE,474,0.0,477,0,579,144,0.0,136,1,6609,0.0,217,0.0,275,0.0,,0,547,0.0,0,0,0.0,0,a,0.1,0,181,0,0,0,0.0,0.0,0.00,221,585,,,-1,0,0.0,211,216
436,p80226,Serge Aurier,45,DEF,Nott'm Forest,13.24,,62,69,741,2.3,1.61,5.6,1.0,9,100.0,248,1.0,0.52,0,0.0,2,0.05,14,3,2,134,165,0.14,100.0,0,1,Aurier,,0.2,249277,FALSE,357,1.0,155,0,187,1792,27.7,3233,0,193124,0.02,40,160.6,55,39.0,,0,228,0.12,1,1,1.09,0,a,1.3,25,84,0,118,0,0.07,1.7,0.38,55,204,,2023-10-07T21:00:08.142985Z,0,0,77.2,64,47
437,p210156,Taiwo Awoniyi,64,FWD,Nott'm Forest,10.03,,20,11,664,4.2,1.36,6.6,2.2,8,100.0,106,3.0,4.12,0,0.0,2,0.05,11,3,1,108,117,3.72,75.0,0,6,Awoniyi,,0.5,828962,FALSE,52,3.0,125,4,79,18696,46.8,4625,1,757752,0.5,13,191.2,19,167.0,Groin Injury - 75% chance of playing,0,60,0.27,0,2,1.08,0,d,2.2,42,15,0,150,0,0.55,1.49,0.40,16,53,,2023-11-21T12:00:10.062545Z,-1,0,111.6,22,12
438,p437753,Giulian Biancone,39,DEF,Nott'm Forest,0.00,,171,162,0,0.0,0.0,0.0,0.0,0,0.0,383,0.0,0.00,0,0.0,0,0.0,0,0,0,474,457,0.00,0.0,0,0,Biancone,,0.0,1479,FALSE,737,0.0,444,0,480,0,0.0,120,1,8219,0.0,163,0.0,237,0.0,Permanent transfer to Olympiacos,0,433,0.0,0,0,0.0,0,u,0.1,0,123,0,0,0,0.0,0.0,0.00,165,485,,2023-09-18T10:34:51.025619Z,-1,0,0.0,154,166
439,p90585,Willy Boly,45,DEF,Nott'm Forest,13.40,,76,27,767,3.5,1.57,7.8,0.7,9,100.0,282,0.7,1.52,0,0.0,0,0.05,12,3,1,36,267,1.11,100.0,0,1,Boly,,0.2,112375,FALSE,360,0.7,196,1,84,1633,44.9,2217,0,67816,0.13,82,269.8,57,141.0,,0,73,0.35,1,3,1.06,0,a,0.7,35,97,0,165,0,0.18,1.41,0.41,15,95,,2023-09-19T09:00:09.368567Z,0,0,37.5,3,10
440,,Josh Bowler,45,MID,Nott'm Forest,0.00,,306,256,0,0.0,0.0,0.0,0.0,0,0.0,579,0.0,0.00,0,0.0,0,0.0,0,0,0,631,627,0.00,0.0,0,0,Bowler,,0.0,0,FALSE,398,0.0,726,0,637,0,0.0,0,0,327,0.0,249,0.0,230,0.0,Season long loan to Cardiff City,0,616,0.0,0,0,0.0,0,u,0.0,0,215,0,0,0,0.0,0.0,0.00,252,643,,2023-08-04T09:38:29.203317Z,0,0,0.0,244,248
441,p56917,Steve Cook,45,DEF,Nott'm Forest,0.00,,227,231,0,0.0,0.0,0.0,0.0,0,0.0,561,0.0,0.00,0,0.0,0,0.0,0,0,0,614,607,0.00,0.0,0,0,Cook,,0.0,0,FALSE,354,0.0,662,0,620,0,0.0,10,0,2245,0.0,233,0.0,53,0.0,Permanent transfer to QPR,0,594,0.0,0,0,0.0,0,u,0.0,0,221,0,0,0,0.0,0.0,0.00,233,626,,2023-08-10T13:47:53.233734Z,0,0,0.0,231,233
442,p513046,Danilo dos Santos de Oliveira,53,MID,Nott'm Forest,5.68,,170,159,338,1.3,1.51,1.5,0.3,4,100.0,352,0.3,0.21,0,0.0,0,0.02,8,0,1,351,294,0.12,100.0,0,1,Danilo,,0.1,2177,FALSE,148,0.3,495,0,359,63,7.1,50,2,10867,0.03,156,29.6,93,12.0,,0,339,0.0,0,0,1.07,0,a,0.1,8,171,0,30,0,0.05,2.13,0.09,164,338,,2023-08-31T17:30:08.232600Z,-2,0,28.1,171,154
443,p230251,Emmanuel Dennis,48,FWD,Nott'm Forest,0.00,,55,83,0,0.0,0.0,0.0,0.0,0,0.0,658,0.0,0.00,0,0.0,0,0.0,0,0,0,692,689,0.00,0.0,0,0,Dennis,,0.0,6239,FALSE,303,0.0,348,0,694,0,0.0,340,2,48998,0.0,82,0.0,60,0.0,On loan to Istanbul Basaksehir,0,684,0.0,0,0,0.0,0,u,0.2,0,74,0,0,0,0.0,0.0,0.00,81,696,,2023-09-18T10:38:41.886230Z,-2,0,0.0,82,80
444,,Mohamed Dräger,40,DEF,Nott'm Forest,0.00,,184,171,0,0.0,0.0,0.0,0.0,0,0.0,410,0.0,0.00,0,0.0,0,0.0,0,0,0,497,482,0.00,0.0,0,0,Dräger,,0.0,796,FALSE,636,0.0,472,0,504,0,0.0,72,0,9757,0.0,173,0.0,172,0.0,Transferred to Basel,0,458,0.0,0,0,0.0,0,u,0.1,0,135,0,0,0,0.0,0.0,0.00,175,508,,2023-08-28T07:58:11.676535Z,0,0,0.0,164,175
445,p116404,Felipe Augusto de Almeida Monteiro,44,DEF,Nott'm Forest,0.00,,210,222,0,0.0,0.0,0.0,0.0,0,50.0,515,0.0,0.00,0,0.0,0,0.0,0,0,0,578,568,0.00,50.0,0,0,Felipe,,0.0,1065,FALSE,488,0.0,592,0,585,14,0.0,49,1,2983,0.0,225,0.0,97,0.0,Knee injury - 50% chance of playing,0,554,0.0,0,0,0.0,0,d,0.0,0,205,0,0,0,0.0,0.0,0.00,225,590,,2023-10-19T16:30:09.793915Z,-1,0,0.0,223,225
446,p89076,Remo Freuler,49,MID,Nott'm Forest,0.00,,261,293,0,0.0,0.0,0.0,0.0,0,0.0,662,0.0,0.00,0,0.0,0,0.0,0,0,0,696,692,0.00,0.0,0,0,Freuler,,0.0,105,FALSE,226,0.0,651,0,698,0,0.0,13,1,1889,0.0,291,0.0,143,0.0,Season-long loan to Bologna,0,688,0.0,0,0,0.0,0,u,0.0,0,271,0,0,0,0.0,0.0,0.00,293,699,,2023-09-03T20:10:13.581302Z,-1,0,0.0,288,292
447,p222531,Morgan Gibbs-White,57,MID,Nott'm Forest,17.40,1.0,53,71,1011,2.8,1.55,5.8,3.3,11,,81,3.3,3.12,0,0.0,3,0.16,17,1,3,155,15,1.36,,0,5,Gibbs-White,1.0,0.6,104318,FALSE,86,3.3,163,0,41,1760,63.3,2104,3,225029,0.12,11,144.6,53,145.0,,0,68,0.27,0,3,0.98,0,a,1.2,33,44,0,146,0,0.28,1.51,1.76,30,160,1.0,,-3,0,342.5,42,61
448,p20066,Wayne Hennessey,40,GKP,Nott'm Forest,0.00,,47,45,0,0.0,0.0,0.0,0.0,0,100.0,389,0.0,0.00,0,0.0,0,0.0,0,0,0,480,463,0.00,100.0,0,0,Hennessey,,0.0,3141,FALSE,613,0.0,311,0,486,177,0.0,252,0,12335,0.0,28,0.0,35,0.0,,0,439,0.0,0,0,0.0,0,a,0.2,0,43,0,0,0,0.0,0.0,0.00,45,491,,2023-08-06T23:30:06.047716Z,0,0,0.0,21,45
449,p168547,Ethan Horvath,43,GKP,Nott'm Forest,0.00,,57,78,0,0.0,0.0,0.0,0.0,0,,490,0.0,0.00,0,0.0,0,0.0,0,0,0,563,551,0.00,,0,0,Horvath,,0.0,1842,FALSE,579,0.0,405,0,569,50,0.0,120,2,7211,0.0,64,0.0,31,0.0,,0,532,0.0,0,0,0.0,0,a,0.1,0,77,0,0,0,0.0,0.0,0.00,78,576,,,-2,0,0.0,58,78
451,p55037,Cheikhou Kouyaté,48,MID,Nott'm Forest,3.51,,222,217,71,0.9,4.45,1.2,0.0,0,,652,0.0,0.10,0,0.0,0,0.04,3,0,1,358,359,0.07,,0,0,Kouyaté,,0.0,641,FALSE,278,0.0,589,0,383,18,4.6,38,2,1859,0.09,184,27.8,178,6.0,,0,374,0.0,0,0,0.0,0,a,0.0,6,263,0,22,0,0.13,3.8,0.03,177,440,,,-2,0,12.2,190,157
452,p221403,Richie Laryea,45,DEF,Nott'm Forest,0.00,,238,234,0,0.0,0.0,0.0,0.0,0,0.0,572,0.0,0.00,0,0.0,0,0.0,0,0,0,624,620,0.00,0.0,0,0,Laryea,,0.0,0,FALSE,386,0.0,715,0,630,0,0.0,3,0,479,0.0,236,0.0,73,0.0,Loan to the end of the year with a permanent transfer in view,0,609,0.0,0,0,0.0,0,u,0.0,0,225,0,0,0,0.0,0.0,0.00,236,636,,2023-08-04T09:37:12.198683Z,0,0,0.0,235,236
453,p179519,Orel Mangala,50,MID,Nott'm Forest,14.00,,206,86,912,2.4,1.38,5.2,3.7,11,100.0,67,3.7,0.38,0,0.0,0,0.01,15,0,4,200,180,0.31,100.0,0,2,Mangala,,0.7,1914,FALSE,189,3.7,560,1,238,205,20.8,101,0,2408,0.03,109,116.0,118,25.0,,0,271,0.3,0,3,1.09,0,a,0.0,26,35,0,107,0,0.04,1.48,0.07,115,199,,2023-10-07T21:00:08.186421Z,0,0,68.2,141,79
454,p242885,Loïc Mbe Soh,40,DEF,Nott'm Forest,0.00,,188,184,0,0.0,0.0,0.0,0.0,0,0.0,430,0.0,0.00,0,0.0,0,0.0,0,0,0,515,500,0.00,0.0,0,0,Mbe Soh,,0.0,589,FALSE,657,0.0,492,0,522,0,0.0,73,0,6981,0.0,186,0.0,188,0.0,Season long to Almere City,0,476,0.0,0,0,0.0,0,u,0.1,0,150,0,0,0,0.0,0.0,0.00,188,526,,2023-08-29T07:47:33.418642Z,0,0,0.0,177,188
455,p168281,Scott McKenna,45,DEF,Nott'm Forest,5.64,,164,66,416,2.4,1.22,2.7,0.0,5,100.0,565,0.0,0.38,0,0.0,0,0.04,6,1,0,242,278,0.21,100.0,0,0,McKenna,,0.0,5321,FALSE,370,0.0,425,0,297,74,13.8,156,0,8811,0.05,88,89.0,63,17.0,,0,307,0.22,0,1,1.08,0,a,0.1,12,223,0,64,0,0.09,1.3,0.17,104,194,,2023-08-26T21:00:08.377652Z,0,0,32.4,102,98
456,p244930,Alex Mighten,44,MID,Nott'm Forest,0.00,,236,239,0,0.0,0.0,0.0,0.0,0,0.0,543,0.0,0.00,0,0.0,0,0.0,0,0,0,599,590,0.00,0.0,0,0,Mighten,,0.0,874,FALSE,534,0.0,610,0,606,0,0.0,42,1,3120,0.0,231,0.0,295,0.0,Season-long loan to KV Kortrijk,0,576,0.0,0,0,0.0,0,u,0.0,0,196,0,0,0,0.0,0.0,0.00,235,612,,2023-09-08T08:21:25.234986Z,-1,0,0.0,225,230
457,p199170,Moussa Niakhaté,45,DEF,Nott'm Forest,11.14,,187,111,449,1.3,2.23,2.0,2.7,5,100.0,119,2.7,0.09,0,0.0,0,0.02,10,1,1,260,373,0.00,100.0,0,0,Niakhaté,,0.6,2631,FALSE,378,2.7,489,0,345,329,8.4,170,0,2869,0.0,135,77.6,68,0.0,,0,606,0.2,0,1,1.0,0,a,0.1,9,37,0,69,0,0.02,2.0,0.09,123,327,,2023-10-01T19:30:08.979092Z,0,1,7.1,234,104
458,p243345,Lewis O'Brien,49,MID,Nott'm Forest,0.00,,279,301,0,0.0,0.0,0.0,0.0,0,0.0,674,0.0,0.00,0,0.0,0,0.0,0,0,0,706,704,0.00,0.0,0,0,O'Brien,,0.0,68,FALSE,259,0.0,682,0,708,0,0.0,8,1,1162,0.0,299,0.0,164,0.0,Season-long loan to Middlesbrough,0,700,0.0,0,0,0.0,0,u,0.0,0,281,0,0,0,0.0,0.0,0.00,301,708,,2023-09-01T07:24:06.652254Z,-1,0,0.0,297,300
459,p437476,Braian Ojeda Rodríguez,45,MID,Nott'm Forest,0.00,,309,259,0,0.0,0.0,0.0,0.0,0,0.0,584,0.0,0.00,0,0.0,0,0.0,0,0,0,636,632,0.00,0.0,0,0,Ojeda,,0.0,0,FALSE,405,0.0,729,0,642,0,0.0,2,0,361,0.0,252,0.0,233,0.0,Permanent transfer to Real Salt Lake,0,622,0.0,0,0,0.0,0,u,0.0,0,218,0,0,0,0.0,0.0,0.00,255,648,,2023-08-04T09:39:04.512634Z,0,0,0.0,247,251
460,,Jonathan Panzo,40,DEF,Nott'm Forest,0.00,,176,178,0,0.0,0.0,0.0,0.0,0,0.0,419,0.0,0.00,0,0.0,0,0.0,0,0,0,505,490,0.00,0.0,0,0,Panzo,,0.0,884,FALSE,645,0.0,453,0,512,0,0.0,96,0,8753,0.0,180,0.0,180,0.0,Season-long loan to Cardiff City,0,466,0.0,0,0,0.0,0,u,0.1,0,143,0,0,0,0.0,0.0,0.00,182,516,,2023-09-01T14:45:03.225842Z,0,0,0.0,171,182
461,p204822,Omar Richards,44,DEF,Nott'm Forest,0.00,,212,226,0,0.0,0.0,0.0,0.0,0,0.0,529,0.0,0.00,0,0.0,0,0.0,0,0,0,588,578,0.00,0.0,0,0,O.Richards,,0.0,88,FALSE,508,0.0,599,0,595,0,0.0,16,1,3728,0.0,228,0.0,107,0.0,Season-long loan to Olympiakos,0,564,0.0,0,0,0.0,0,u,0.0,0,211,0,0,0,0.0,0.0,0.00,228,601,,2023-08-16T16:30:07.161960Z,-1,0,0.0,226,228
462,p185253,Gustavo Henrique Furtado Scarpa,45,MID,Nott'm Forest,0.00,,242,253,0,0.0,0.0,0.0,0.0,0,0.0,569,0.0,0.00,0,0.0,0,0.0,0,0,0,621,617,0.00,0.0,0,0,G.Scarpa,,0.0,296,FALSE,376,0.0,619,0,627,0,0.0,30,0,5107,0.0,246,0.0,226,0.0,Season long loan to Olympiacos,0,605,0.0,0,0,0.0,0,u,0.0,0,212,0,0,0,0.0,0.0,0.00,249,633,,2023-08-21T08:31:03.509832Z,0,0,0.0,241,245
463,p50232,Jonjo Shelvey,48,MID,Nott'm Forest,0.00,,245,289,0,0.0,0.0,0.0,0.0,0,0.0,651,0.0,0.00,0,0.0,0,0.0,0,0,0,688,686,0.00,0.0,0,0,J.Shelvey,,0.0,290,FALSE,276,0.0,624,0,691,0,0.0,24,2,2713,0.0,287,0.0,177,0.0,Season long loan to Çaykur Rizespor,0,679,0.0,0,0,0.0,0,u,0.0,0,262,0,0,0,0.0,0.0,0.00,288,693,,2023-09-18T10:37:34.955618Z,-2,0,0.0,282,286
464,p217331,Sam Surridge,45,FWD,Nott'm Forest,0.00,,57,66,0,0.0,0.0,0.0,0.0,0,0.0,570,0.0,0.00,0,0.0,0,0.0,0,0,0,622,618,0.00,0.0,0,0,Surridge,,0.0,0,FALSE,384,0.0,357,0,628,0,0.0,205,0,25054,0.0,63,0.0,66,0.0,Joined Nashville SC on a permanent transfer,0,607,0.0,0,0,0.0,0,u,0.1,0,53,0,0,0,0.0,0.0,0.00,62,634,,2023-07-26T11:30:33.401435Z,0,0,0.0,62,60
465,p114241,Harry Toffolo,44,DEF,Nott'm Forest,6.58,,153,7,391,4.7,1.51,6.4,5.7,4,75.0,22,5.7,0.65,0,0.0,3,0.07,6,3,0,156,126,0.35,100.0,0,1,Toffolo,,1.3,9768,FALSE,487,4.3,397,0,179,2118,28.8,446,1,5836,0.08,24,143.2,96,44.0,,0,214,0.46,1,2,0.92,0,a,0.1,28,6,0,113,0,0.15,1.38,0.30,51,31,,2023-11-05T22:00:09.521464Z,-1,0,101.5,57,59
466,p201440,Hwang Ui-jo,44,FWD,Nott'm Forest,0.00,,42,61,0,0.0,0.0,0.0,0.0,0,0.0,527,0.0,0.00,0,0.0,0,0.0,0,0,0,586,576,0.00,0.0,0,0,Ui-jo,,0.0,22938,FALSE,506,0.0,256,0,593,0,0.0,747,1,115991,0.0,58,0.0,90,0.0,Season-long loan to Norwich City,0,562,0.0,0,0,0.0,0,u,0.4,0,48,0,0,0,0.0,0.0,0.00,57,599,,2023-09-03T20:12:47.865585Z,-1,0,0.0,57,55
467,p215136,Neco Williams,43,DEF,Nott'm Forest,1.58,2.0,131,114,121,1.2,1.18,1.4,0.7,1,,271,0.7,0.13,0,0.0,0,0.08,2,0,0,320,285,0.02,,0,0,Williams,,0.2,5623,FALSE,586,0.7,333,0,348,154,8.2,286,2,16033,0.01,92,43.0,145,8.0,,0,358,0.0,0,0,0.74,0,a,0.2,6,90,0,18,0,0.09,1.49,0.11,126,342,3.0,,-2,0,30.2,125,123
468,p60689,Chris Wood,49,FWD,Nott'm Forest,5.34,,34,22,246,2.9,1.95,5.9,0.3,2,50.0,343,0.3,2.22,0,0.0,0,0.04,3,5,0,187,179,2.10,100.0,0,1,Wood,,0.1,88336,FALSE,221,0.1,209,3,148,1574,32.8,2761,1,91637,0.77,24,120.8,48,139.0,,0,75,0.37,1,1,0.73,0,a,0.6,29,40,0,100,0,0.81,1.1,0.12,25,147,,2023-10-29T22:00:10.906708Z,-1,0,69.0,27,19
469,p208912,Joe Worrall,44,DEF,Nott'm Forest,8.88,,167,77,437,2.0,1.83,2.7,0.0,5,100.0,530,0.0,0.41,0,0.0,0,0.06,9,3,0,251,319,0.10,100.0,0,0,Worrall,,0.0,5003,FALSE,509,0.0,431,0,310,32,12.2,134,1,7911,0.02,112,82.0,108,18.0,,0,299,0.21,0,1,1.03,0,a,0.1,12,212,0,69,0,0.08,1.85,0.31,111,236,,2023-08-26T19:30:07.624115Z,-1,1,22.1,97,101
470,p204968,Ryan Yates,49,MID,Nott'm Forest,8.15,,212,165,360,1.2,2.04,2.2,0.7,3,100.0,299,0.7,0.23,0,0.0,0,0.04,8,0,2,281,320,0.07,100.0,0,0,Yates,,0.1,1088,FALSE,247,0.7,567,0,328,11,9.5,46,1,3054,0.02,165,63.0,158,11.0,,0,346,0.25,0,1,0.75,0,a,0.0,11,144,0,34,0,0.06,2.0,0.16,148,351,,2023-10-02T09:30:09.366703Z,-1,0,22.1,175,115
604,p159506,Olu Aina,45,DEF,Nott'm Forest,11.60,,112,41,627,3.1,1.67,6.2,6.3,8,100.0,16,6.3,0.30,0,0.0,1,0.03,13,2,3,157,257,0.11,100.0,0,4,Aina,,1.4,29415,FALSE,368,6.3,281,1,245,7393,20.0,938,0,16417,0.02,76,142.8,61,16.0,,0,317,0.29,1,2,1.15,0,a,0.3,28,3,0,131,0,0.05,1.87,0.19,78,126,,2023-10-02T09:30:09.688162Z,0,0,40.9,108,60
